"scenario_id","scenario_name","prompt","question","total_correct_answers","total_candidates","total_candidate_correct_answers","average_score"
"4bc4f7d5-e3b7-4301-8672-7cb5a6345bca","01c - Vascular - dialysis access 01","The WBC and CMP are significant for an H/H 10/32, Potassium of 4.9, GFR 15, Creatinine 4, glucose 150, and platelet 200
Her EKG is normal
On vein/arterial mapping, her forearm veins are > 3mm and forearm arteries > 2.5 mm
","What is your diagnosis and what is your initial management?","4","152","354","0.58223684210526315789"
"4bc4f7d5-e3b7-4301-8672-7cb5a6345bca","01c - Vascular - dialysis access 01","Two months after starting dialysis, the patient presents to your clinic reporting numbness and tingling in her left hand during dialysis.  ","What is your diagnosis and management at this point?","4","156","267","0.42788461538461538462"
"4bc4f7d5-e3b7-4301-8672-7cb5a6345bca","01c - Vascular - dialysis access 01","You complete the AV fistula, the patient does well postoperatively, and is discharged home. At her follow up visit, she asks when the fistula can be used.  ","What do you tell her?","5","156","481","0.61666666666666666667"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","A 26-year-old male arrives to your trauma bay after suffering a GSW to the left neck. A paramedic is holding pressure on a wound that is below the angle of the mandible but above the cricoid cartilage.  When the paramedic removes pressure there is spurting blood. The patient is unconscious and being bagged. ","What would you like to do?","8","1","6","0.75000000000000000000"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","Let’s change the scenario again – let's say the patient arrives to the trauma bay with normal vital signs, GCS 14, and a non expanding hematoma","How would you approach this patient after completing your primary and secondary survey? ","4","1","4","1.00000000000000000000"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","Let's go back and say you encountered a < 25% circumferential laceration of the internal carotid artery.","How would you approach this injury?","3","1","2","0.66666666666666666667"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","Let's go back to the beginning and say the injury was just above the left clavicle, in Zone 1.","Where would you make your incision or incisions for exploration?","2","1","2","1.00000000000000000000"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","There is a large through and through injury to the left internal jugular vein. You also find a destructive injury to the left common carotid artery just proximal to the bifurcation and the edges cannot be brought back together without tension after debridement and resection of the injured segment. The patient has been transfused with several units of whole blood. HR is 110. BP is now 100/60. ","How would you approach these injuries?","5","1","4","0.80000000000000000000"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","This patient has a hard sign of major vascular injury with active hemorrhage. ","What other vascular hard signs would require you to go directly to the OR for exploration?","6","1","2","0.33333333333333333333"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","You successfully intubate the patient to secure the airway. He has bilateral breath sounds. When pressure if lifted from the left neck you identify a 2cm wound that is actively bleeding. You resume digital pressure which appears to control the bleeding. You see a second wound on the posterior neck that is not actively bleeding. Vitals are BP 80/60, HR 120, RR 18, SpO2 99% on 100%FiO2. GCS could not be assessed. You do not see any other signs of trauma. ","What would you like to do next?","1","1","1","1.00000000000000000000"
"4e601684-e4d3-485d-bb74-756314dcf34e","12c - Trauma - Neck","You take the patient to the operating room while pressure is being held","Describe your operative approach.","8","1","7","0.87500000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","Completion venogram shows clearance of disease","Anything else you would like to do?","1","1","1","1.00000000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","Her WBC is 13, Hgb 13, Hct 31, Platelets 300, Cr is .9 and her D dimer is elevated. CMP is otherwise normal. Coags are pending. Duplex US shows a left femoral DVT extending to the left external iliac vein","What is your diagnosis and how would you manage this patient?","9","2","8","0.44444444444444444444"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","The patient's pulse has returned.","What is your post-operative management of this patient?","5","1","3","0.60000000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","While you are waiting for IR to call you back, the nurse calls and states that the patient has lost pulses and is having sensation and motor loss. At the same time, you find out the Interventional Radiologist is out of town.","What is your management of this patient? ","1","1","1","1.00000000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","You are called to the emergency room to evaluate a 42 year old female that presents with a painful and swollen left leg. The patient reports that she has been bed ridden for 3 weeks after tearing her ACL. She noted her calf started swelling 4 days ago. She came in today because her thigh has become swollen and her leg is painful. She denies any PMH or PSH. She denies drinking or smoking. She denies any family history of clotting disorders. 

On exam, her temperature is 38, HR 100, BP 140/85, Sats 95% on RA. Her left leg is swollen, cool to touch and pale appearing.  She has symmetric palpable pulses bilaterally. Her left foot shows decreased sensation and slow capillary refill relative to the right.
","How would you like to proceed?","8","2","8","0.50000000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","You decide to proceed to the OR to perform a left iliofemoral vein thrombectomy.","Please describe the steps of the procedure.","5","2","5","0.50000000000000000000"
"52192c34-5c06-4402-9ffb-77d56deea886","13a - Vascular - Phlegmasia","You note on your completion venogram that there is residual disease proximally.","How would you proceed?","2","1","1","0.50000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","A 45 yo Male presents to your trauma bay after a motor vehicle collision. EMS reports that he was an unrestrained drive rand was ejected from the vehicle. In the field he was tachycardic but normotensive, but EMS reports that en-route, his GCS has been declining. He arrives in your ER on a stretcher with a back board a c-collar in place.","How would you proceed to care for this patient?","9","23","135","0.65217391304347826087"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","A Foley was placed in the ER which you confirm. ","How long would you leave the foley in place?","1","17","17","1.00000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","Going back to the initial abdominal exploration, let's say you encounter the zone 1 hematoma and instead of finding an aortic injury, you find an injury to the infra-renal inferior vena cava. ","How would you manage this injury?","2","12","20","0.83333333333333333333"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","On assessing his airway, the patient doesn’t appear to be responsive. You elect to perform rapid sequence intubation. ","Please describe how you would perform RSI:","5","22","82","0.74545454545454545455"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","Upon entering the abdomen, you encounter about 500 cc’s of what appears to be urine and an obvious intra-peritoneal bladder injury. At this time, you also note a fairly sizeable zone 1 retroperitoneal hematoma. He is requiring ongoing resuscitation. ","What is the next step?","2","20","34","0.85000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","You clamp the sub-diaphragmatic (supra-celiac) aorta and the patient stabilizes with more blood products. You then perform a left sided medial visceral rotation and identify a full thickness 2cm longitudinal laceration to the infra-renal abdominal aorta. ","How would you repair this injury?","1","15","15","1.00000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","Your attention then turns to the rather small, full thickness bladder injury.","How would you close it?","1","17","17","1.00000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","You rush him to the OR and place him on the OR table. The anesthesia team is all setup and ready for you to proceed.","Please walk me through the steps of a trauma laparotomy:","5","21","84","0.80000000000000000000"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","You successfully intubate him and have adequate chest rise, bilateral breath sounds, adequate end-tidal on the monitor and a CXR confirming adequate placement. His vitals are as follows: HR 120, BP 80/40, SpO2 100%. On exam, his pelvis also appears unstable. ","What will you do next?","2","23","43","0.93478260869565217391"
"5ac71ea8-2ced-4bad-b590-c1210784f975","08b - Trauma - Pelvic fx, zone 1 hematoma","You transfuse him and his vitals quickly normalize. His pupils are equal, round and reactive, his GCS prior to intubation was 7. On exposing the patient, you notice scattered abrasions and an unstable pelvis. You perform a DRE which shows no blood or masses. You get a full set of labs, a CXR which shows adequate placement of ETT, a KUB which shows multiple pelvic fractures and adequate placement of pelvic binder at greater trochanter, and you perform a FAST which shows fluid in the supra-pubic region. After the FAST, his BP drops again and he isn’t responding to blood products. ","What is your next step?","1","22","22","1.00000000000000000000"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","50 yo female/male referred by PCP for a neck mass evaluation. She/he is healthy, physically active, and does not know her/his family history because she/he is adopted.  She/he has undergone routine screening imaging recently with normal findings. No recent history of weight loss, fevers, chills, trauma, change in dietary nor bowel habits.  No recent upper respiratory infections. She/he is a nonsmoker, rare ETOH at festivities.  

On physical exam, you only note a non-tender mobile 2 cm round mass on the left side of the neck. The mass does not move with swallowing nor with tongue protrusion.  ","How do you proceed?","3","53","96","0.60377358490566037736"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","A comprehensive head, neck, and oropharynx exam fails to show a primary site","What would you do next?","2","21","29","0.69047619047619047619"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","FNA results return: Squamous cell carcinoma. ","What would you like to do next?","6","81","306","0.62962962962962962963"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","How do you perform an FNA?","[Okay to defer to radiologist; however should know the basic steps]: Small-gauge (20 or higher) needle, ultrasound guidance, multiple sweeps with the needle while applying suction to get adequate tissue for cytopathology","1","70","70","1.00000000000000000000"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","I'm going to switch it up again. This time the FNA shows atypical lymphocytes, no evidence of metastatic carcinoma.","What would you like to do?","4","42","83","0.49404761904761904762"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","Let’s change it up again. This time the lymph node FNA shows thyroid follicular cells","What would you do differently?","4","48","98","0.51041666666666666667"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","OK, we are going to change up the case, at this point this is a discussion on basic management of the findings: FNA shows adenocarcinoma. ","What would you do differently?","5","62","159","0.51290322580645161290"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","Staging shows a 1.5 cm left thyroid lobe nodule, TI-RADS 5 (highly suspicious), the known left neck node, and no lung metastases. ","How would you treat this patient?","3","56","114","0.67857142857142857143"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","The core/excisional biopsy confirms non-Hodgkin’s lymphoma. ","What further treatment would you offer? ","1","33","33","1.00000000000000000000"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","The neck ultrasound demonstrates a mass in left level 3 nodal basin. The thyroid is normal.","What would you like to do?","1","84","84","1.00000000000000000000"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","The patient denies B symptoms, weight loss and has no other exam findings besides a firm, non-tender mobile 2 cm left neck mass","What further workup would you like?","5","84","287","0.68333333333333333333"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","We’ll switch up again. This time the FNA shows melanoma","What would you like to do?","6","39","85","0.36324786324786324786"
"5b78aabe-d723-40d7-990f-c2d54349103e","03 - Neck mass - SCC","You can’t find a primary tumor despite that workup. ","What would you like to do now?","3","52","60","0.38461538461538461538"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","IR is available for percutaneous drainage and also performs percutaneous cholangiography. They show a high common hepatic duct stricture and right main duct leak. They are able to place an internal-external biliary drain and an additional peritoneal drain. ","What would you like to do next?","5","8","18","0.45000000000000000000"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","Labs return with hyponatremia, hypokalemia and mild metabolic acidosis. Her bilirubin is 3.
Right upper quadrant ultrasound shows some perihepatic fluid and bilateral biliary dilation. The gallbladder fossa has a fluid collection as well. CT liver protocol confirms biliary dilation, perihepatic and gallbladder fossa fluid. The right hepatic artery is intact. When speaking with the outside surgeon he was never able to get a critical view and says he stayed away from the porta hepatis. ","What do you think happened and what would you like to do next?","4","9","21","0.58333333333333333333"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","You are transferred a 50-year-old woman from an outside hospital 7 days after she underwent a cholecystectomy. The outside surgeon started laparoscopic and converted to open due to difficulty visualizing her anatomy; he also left a drain at the end of the operation. The day following her procedure the drain output became bilious and copious. She has no medical history, no surgeries beside her cholecystectomy, no allergies and is taking pain medications for postop pain. On exam she has mild fever to 38.5C, has normal bloop pressure, heart rate and respirations. She has mild scleral icterus and a mildly distended abdomen. There is a right-sided surgical drain with thin bile in the collection bulb.","What additional workup would you like?","6","10","27","0.45000000000000000000"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","You get an MRCP which shows biliary dilation with perihepatic fluid and evidence of a bile leak near the hilum. GI attempts endoscopic cholangiography- they can’t see a leak but are unable to visualize the right biliary system. They can’t clearly see well enough to place a stent. ","What would you like to do now?","1","8","8","1.00000000000000000000"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","You wait 12 weeks and the patient is felt to be optimized.","How would you address this patient's injury?","3","8","8","0.33333333333333333333"
"60839556-09c0-400f-a13b-e54960c09227","11a - GI - Bile duct injury","You work on correcting her electrolytes and rehydrating her. Her biliary drains produces ~700 cc bile daily. Her abdominal drains decrease in output 2 days after the biliary drain. She’s asking if and when you would plan on fixing the injury and what needs to happen before then.","How would you respond regarding her management?","5","8","15","0.37500000000000000000"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","Changing the scenario again - this time, when you run the bowel, you come across clearly ischemic bowel","How would you proceed?","3","25","53","0.70666666666666666667"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","Let’s change the scenario. This time the ER CT scan shows small bowel dilation and mesenteric swirling. ","What is your presumed diagnosis and how would you manage her? ","2","45","88","0.97777777777777777778"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","The BMP and Coags are normal. Her WBC is 15, otherwise the CBC is normal. Lactate is 2.1. You get an acute abdomen series which shows no free air and scattered nonspecific bowel gas. A CT of the abdomen and pelvis shows free fluid in the LUQ under the left lobe of the liver, near the lesser curve, with several foci of gas near the gastrojejunostomy. There is no extraluminal contrast.","What is your presumed diagnosis and how will you manage this patient?","5","52","199","0.76538461538461538462"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","The patient recovers and is discharged home. You see the patient in clinic follow up 6 months later after GI performs an EGD that shows a healed ulcer.","How do you manage the patient? ","3","40","79","0.65833333333333333333"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","When you run the bowel, you come across questionably ischemic bowel","How would you manage it?","2","32","54","0.84375000000000000000"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You admit to a monitored setting, start antibiotics and fluid resuscitation as well as notify the OR.","What would you include on your consent for the planned operation?","3","46","98","0.71014492753623188406"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You are asked to see a patient with epigastric pain in the ER. The patient is a 45-year-old female who developed acute epigastric pain and nausea 1 day ago. She also has noticed some mild fevers/chills. Her medical history is notable for former hypertension and diabetes; both resolved after her gastric bypass 8 months ago. She has had no other surgeries. She takes no medications, even the bariatric vitamins she’s supposed to take. She is an active smoker. Remainder of her history is non-contributory

Vitals: Temp 100.1, HR 120s, BP 100/60, SpO2 98% RA
Exam: Abdomen is soft, TTP in epigastrium and bilateral upper quadrants. There is mild rebound tenderness and voluntary guarding. ","What is your differential and what further workup would you like? ","6","54","232","0.71604938271604938272"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You perform a Graham patch and then a leak test which reveals bubbling from around you patch. ","How would you proceed?","4","34","64","0.47058823529411764706"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You redo the omental patch and a repeat leak test is negative. You widely drain the area.","How do you manage this patient postoperatively? ","6","43","137","0.53100775193798449613"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You take the patient to the operating room and perform a diagnostic laparoscopy. You see turbid fluid in the upper abdomen. You run the bowel up the roux limb to the gastrojejunostomy anastomosis and find a 3 mm defect just distal to the anastomosis consistent with a perforated marginal ulcer. ","How would you proceed?","3","42","84","0.66666666666666666667"
"63275035-4484-40ca-9d42-b5de89012280","06d - Bariatrics","You take the patient to the OR immediately and see dilated but viable bowel. ","How would you proceed and specifically what spaces would you examine for internal hernias?","4","39","117","0.75000000000000000000"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","A 33 year old male presents to the ER with acute shortness of breath. He reports he is a scuba diver with no past medical history, however, he does admit being a marijuana smoker. On exam he is afebrile, tachypneic, normotensive but tachycardic. He has diminished lung sounds on the left. He is currently on 2L NC saturating 98%. ","What is your initial workup for this patient?","2","76","134","0.88157894736842105263"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","Chest x-ray shows a 4 cm radiolucent space between the pleura and chest wall without lung markings on the LEFT side. He feels improved with supplemental oxygen, and has normal vital signs.","What is your diagnosis and what will you do next?","3","81","172","0.70781893004115226338"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","Let’s change the scenario. This time your patient has an ongoing air leak after you place the chest tube in the ER. It’s been 4 days and the lung still fails to fully expand on x-ray. You confirm the chest tube is working and is not clogged. ","What is the next best step?","2","63","84","0.66666666666666666667"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","The patient tolerates the procedure well and is admitted for monitoring. 4 hours later you are called because the tube has drained over 500ml of blood. Patient is tachycardic. ","What will you do next?","3","78","193","0.82478632478632478633"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","The repeat CXR shows your chest tube in position with lung partially re-expanded, but now there is a large LEFT pleural effusion. The patient's heart rate is 95 and BP is normal.","What is your diagnosis and what would you like to do next?","4","71","186","0.65492957746478873239"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","Ultimately, you recommend the patient undergo chest tube placement, and he agrees with your recommendation. ","Describe your technique for placing a chest tube","9","74","497","0.74624624624624624625"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","You see the 6th intercostal artery bleeding profusely.","How will you control the bleeding?","2","69","98","0.71014492753623188406"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","You take the patient to the OR for VATS. There is an obvious left apical bleb with emphysema. You do a blebectomy and leave 2 chest tubes. ","How would you take of the patient post-operatively?","1","42","42","1.00000000000000000000"
"65833dca-72fb-4192-a9c9-ba3f6c41032b","05c - Pneumothorax hemothorax","You take the patient to the OR for VATS to control bleeding","Describe your procedure","6","67","253","0.62935323383084577114"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","3-phase liver CT shows a 24mm liver nodule in segment 6/7 abutting the right posterior portal pedicle. The liver is knobby consistent with cirrhosis, spleen is normal sized and there is no ascites. There is prompt peripheral arterial-phase hyper-enhancement with washout on the delayed phases, LIRADS-5. There are no other liver lesions. The patient is back in your office and asking about next steps.","How would you counsel your patient and plan on proceeding?","4","22","59","0.67045454545454545455"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","Let’s change the scenario again. This time one of the tumors is invading the right portal vein. There are also 2 concerning lung nodules. His liver function still has excellent functional status and his performance status is good (ECOG 0). ","How would this change his management?","2","8","13","0.81250000000000000000"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","Let’s change the scenario. This time there are 3 tumors- 2 in the right lobe and 1 in segment 4. The right lobe tumors are abutting the right portal vein. None are invading the portal or hepatic veins. You estimate resection would entail a future liver remnant of less than 40%. ","How would this change your management?","2","11","18","0.81818181818181818182"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","OK, so you decide to resect segments 6 and 7. ","Please walk me through the steps of the procedure:","5","20","75","0.75000000000000000000"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","On exam, he has no ascites and the spleen isn’t palpable. You get a CBC, comprehensive metabolic panel and coags, all of which return within normal limits. You confirm his screening EGDs have all been normal. His Child’s class is A and MELD 8. ","What would you like to do next?","1","8","8","1.00000000000000000000"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","What if on preoperative workup he was found to have splenomegaly on CT or his platelets were <100.","How might that change your approach?","5","14","23","0.32857142857142857143"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","You advise the patient that the recommendation is to undergo resection of the lesion, and he agrees to proceed.","What resection would you do for this patient and how much liver is safe to resect?","2","19","28","0.73684210526315789474"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","You are referred a 65-year-old man from his gastroenterologist for a concerning liver ultrasound finding. The patient has NASH cirrhosis which has been managed well with lifestyle modifications. He goes regularly for his screening ultrasounds and AFP levels. Most recently, his AFP was 19, which was higher than previous, and on ultrasound there was a new 9-mm nodule in the posterior right lobe. His medical history is otherwise notable for well controlled hypertension, and a remote smoking history. He had an open right inguinal hernia repair 10 years ago. He does not smoke or consume alcohol. He is up-to-date on colonoscopies which have been normal","What else would you like to do for workup?","4","23","48","0.52173913043478260870"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","You do a staging workup with a CT chest which is normal. His AFP level is 50. You present him at tumor board, and the hematologist says his liver status is optimized. The Transplant service has evaluated him and he’s not a candidate for transplant right now. They’re asking your recommendation for a solitary 24mm HCC and whether it’s safe to do surgery for him. ","What would you recommend?","1","20","20","1.00000000000000000000"
"6676d9d1-aeab-4eb7-a10d-1b9bc0ec3f58","08a - Liver - HCC","You end up getting a repeat ultrasound in 3 months that shows the nodule in the right posterior lobe is now 19 mm. AFP is now 21. ","What would you do now?","1","19","19","1.00000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","Let’s change the scenario. You’re now back in the OR at the end of the case, and you perform a leak test which reveals a mucosal perforation.","How would you proceed?","2","1","2","1.00000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","OK, you repair the defect and the patient does well and is subsequently discharged. It’s now 7 days later, and the parents present to the ER complaining of projectile non-bilious vomiting, similar to how it was preoperatively.","What is your suspected diagnosis and workup?","2","1","2","1.00000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","On further questioning, you determine it's projectile, non-bilious vomiting, the patient is still hungry after vomiting episodes.","What workup would you perform?","3","1","2","0.66666666666666666667"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","The case goes well and the child goes to recovery.","What is your tentative plan for restarting feeds and discharging?","5","1","4","0.80000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","The next morning the patient's electrolyte abnormalities have normalized and UOP has been 2cc/kg/hr. The parents request to start feeding the child and to be discharged home.","What would you advise the parents?","3","2","3","0.50000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","The parents are agreeable to proceeding with pyloromyotomy.","Please discuss the key steps to the procedure:","4","1","4","1.00000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","You are asked to see a child for persistent vomiting on the pediatrics service.  The child is 3 weeks old and initially fed routinely per primary service report and on interview with the parents.  On physical exam, the infant is irritable, has depressed fontanel and poor skin turgor.  You are unable to assess the abdomen appropriately given the child’s irritability.  ","What is your differential and how would you proceed?","6","1","3","0.50000000000000000000"
"673c42a0-54d2-4326-810a-3a4ae271f669","12c - Pyloric stenosis","You obtain a blood chemistry which demonstrates a hypochloremic hypokalemic metabolic alkalosis. You also get an ultrasound which demonstrates a pyloric wall thickness of 5mm and length of 20mm.","What is your diagnosis and how would you treat the patient prior to going to the operating room?","4","2","4","0.50000000000000000000"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","A 55yr old male presents to the ER with 4 days of worsening abdominal pain associated with nausea, vomiting and anorexia. He feels distended and his last flatus was 2 days ago. His past medical and surgical history are only significant for an open appendectomy 25 years ago. He does not take any medications or have any family members with cancer.

You obtain a set of vitals which demonstrates a temperature of 37 Celsius, HR 110, BP 112/80, and respiratory rate of 15 with 98% O2 saturation.  

On exam, his abdomen is distended, and he is diffusely TTP but without guarding or rebound. You do not encounter any masses or hernias. On rectal exam, you do not palpate stool or a mass in the rectal fault, and there is no blood on your gloved finger.
","Which labs and imaging would you like to obtain, if any?","6","176","746","0.70643939393939393939"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","(Continuing prompt)","How long will you treat the patient in a non-operative, conservative fashion?","3","156","352","0.75213675213675213675"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","Four days go by with NGT decompression, but the patient remains distended and fails to pass flatus. The SBFT study does not show contrast reaching the colon. You decide to take the patient to the OR. ","Describe your operative approach:","5","171","533","0.62339181286549707602"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","(Prompt continues)","Following the take-back operation, what do you share with the patient and their family?","2","119","212","0.89075630252100840336"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","(Prompt continues)","What are the options for fascial and skin closure?","4","124","283","0.57056451612903225806"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","The WBC is 11000, Hgb 13, Plt 200, and Cr and electrolytes normal

CT scan demonstrates a transition point in the RLQ with dilated proximal small bowel and distal decompression without a mass, free fluid or mesenteric ede
","What is your diagnosis and what is your initial management?","7","175","961","0.78448979591836734694"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","You perform a midline laparotomy and find there is evidence of full thickness injury to distal ileum from an adhesive band. You lyse the adhesion, perform a small bowel resection with primary anastomosis, and close the abdomen in standard fashion. On POD #1, you are paged because the patient’s abdominal pain has suddenly worsened and his vitals demonstrate a temperature of 39 Celsius, HR 125, BP 88/60 and RR 20. He is lethargic with generalized peritonitis.","What is your differential diagnosis and management at this point?","4","168","428","0.63690476190476190476"
"67c3978e-70a6-4d89-a985-9131fd2c6820","01a - GI - Small bowel - Obstruction 01","You rush him back to the OR and open the abdomen, which reveals enteric contents throughout the abdomen. You wash it out, run the bowel, and discover a 1x1cm, full thickness defect in the cecum.
","What are the options for managing the cecal injury at this time?","3","145","209","0.48045977011494252874"
"6dd03bd6-6df1-495a-9b41-2b770c523c2b","10b - GI - Colon polyps","A 45-year-old female presents for her screening colonoscopy.  She is mildly overweight but otherwise has no medical problems and takes no regular medications, including blood thinners.  She denies constipation, diarrhea, abdominal pain, or rectal bleeding.  She has no family history of colon or rectal cancer.  She has no personal history of IBD.  She tolerated her bowel prep without any difficulty.","You take her to the GI suite.  Describe how you are going to do your colonoscopy:","9","17","109","0.71241830065359477124"
"6dd03bd6-6df1-495a-9b41-2b770c523c2b","10b - GI - Colon polyps","During your exam, your encounter a loop while trying to get through the sigmoid colon. ","How do you decompress a loop in the colonoscope?","2","16","24","0.75000000000000000000"
"6dd03bd6-6df1-495a-9b41-2b770c523c2b","10b - GI - Colon polyps","How do you know you have reached the end of the colon and can withdraw the colonoscope?","","2","15","26","0.86666666666666666667"
